Ticker,Date,Predicted_Close,Predicted_Return,Predicted_Volatility7,Signal
XLF,2025-03-29,49.196400000000004,-0.0002763665921559993,0.010205981490866751,0
XLF,2025-03-30,49.18949999999999,-0.00014025416493922103,0.007225675886545714,0
XLF,2025-03-31,49.180699999999995,-0.00017889996848908209,0.006525766921464751,0
XLF,2025-04-01,49.175999999999995,-9.556594355102113e-05,0.006639164561627878,0
XLF,2025-04-02,49.1699,-0.000124044249227193,0.006717140092334622,0
XLF,2025-04-03,49.15309999999999,-0.0003416724459478377,0.0001056572853345346,0
XLF,2025-04-04,49.15129999999999,-3.662027420439007e-05,0.00010291148279206393,0
XLV,2025-03-29,144.54320000000013,0.0001605314143379218,0.005753202898529144,0
XLV,2025-03-30,144.5357000000001,-5.188760176903233e-05,0.004524661328460076,0
XLV,2025-03-31,144.53440000000012,-8.994317666751613e-06,0.0017662142426934791,0
XLV,2025-04-01,144.53110000000004,-2.2831934820230508e-05,0.0013035143211629708,0
XLV,2025-04-02,144.53110000000004,0.0,0.0010925229872001084,0
XLV,2025-04-03,144.53110000000004,0.0,6.349562653996921e-05,0
XLV,2025-04-04,144.52750000000006,-2.490813395855562e-05,1.7846166423213353e-05,0
VEA,2025-03-29,51.25419999999994,0.00027712724433915856,0.006244814238400976,0
VEA,2025-03-30,51.24479999999994,-0.00018339960432509764,0.00614369673143892,0
VEA,2025-03-31,51.24519999999994,7.80567003869794e-06,0.005418524005062102,0
VEA,2025-04-01,51.24639999999995,2.3416827332343626e-05,0.004078936927439702,0
VEA,2025-04-02,51.24519999999995,-2.3416278997242925e-05,0.003991237677518659,0
VEA,2025-04-03,51.24519999999995,0.0,0.00012542487266074332,0
VEA,2025-04-04,51.24519999999995,0.0,6.588766812560011e-05,0
VNQ,2025-03-29,89.70519999999995,-5.350574072060703e-05,0.0074257055534158,0
VNQ,2025-03-30,89.70489999999997,-3.3442877333926842e-06,0.004337816075401149,0
VNQ,2025-03-31,89.70499999999997,1.1147663060024558e-06,0.0018334459773459387,0
VNQ,2025-04-01,89.70479999999993,-2.2295301269166834e-06,0.0009322211195028923,0
VNQ,2025-04-02,89.70449999999995,-3.3443026458064394e-06,0.00046422545594566254,0
VNQ,2025-04-03,89.70449999999995,0.0,1.8339941810131292e-05,0
VNQ,2025-04-04,89.70449999999995,0.0,1.6853665934823434e-06,0
