Date,Ticker,Close,High,Low,Return,Volatility7,MA5,Close_MA5_diff,SMA20,EMA20,SMA50,EMA50,SMA200,EMA200,PrevClose,TR,ATR7,ATR7_pct
2020-06-02,EEM,35.44,35.49,34.96,0.0237,0.0174,34.13,3.838265455610885,33.181,33.3475,,32.4644,,31.2829,34.62,0.8700000000000045,0.7528571428571423,2.124314737181553
2020-06-03,EEM,36.27,36.34,35.86,0.0234,0.0122,34.686,4.566683964711997,33.385,33.6258,,32.6136,,31.3325,35.44,0.9000000000000057,0.7671428571428578,2.115089211863407
2020-06-04,EEM,35.75,36.03,35.58,-0.0143,0.0159,35.184,1.608685766257397,33.5675,33.8281,,32.7366,,31.3764,36.27,0.6900000000000048,0.6985714285714296,1.954045954045957
2020-06-05,EEM,36.7,36.91,36.61,0.0266,0.0167,35.756,2.6401163441100866,33.7845,34.1016,,32.892,,31.4294,35.75,1.1599999999999966,0.7971428571428579,2.172051381860648
2020-06-08,EEM,36.92,36.94,36.37,0.006,0.0147,36.216,1.9438922023415084,33.9785,34.37,,33.05,,31.484,36.7,0.5700000000000003,0.8042857142857157,2.178455347469436
2020-06-09,EEM,36.67,36.75,36.26,-0.0068,0.0167,36.462,0.5704569140474971,34.171,34.5891,,33.192,,31.5356,36.92,0.6600000000000037,0.8071428571428589,2.2010986014258496
2020-06-10,EEM,36.94,37.05,36.47,0.0074,0.016,36.596,0.9399934419062226,34.383,34.813,32.8768,33.3389,,31.5894,36.67,0.5799999999999983,0.7757142857142877,2.0999303890478824
2020-06-11,EEM,35.01,35.94,34.97,-0.0522,0.0268,36.448,-3.9453467954345984,34.502,34.8317,32.9648,33.4045,,31.6235,36.94,1.9699999999999989,0.932857142857144,2.664544823927861
2020-06-12,EEM,35.75,35.96,35.23,0.0211,0.0265,36.258,-1.4010701086656812,34.6515,34.9192,33.0938,33.4965,,31.6645,35.01,0.9500000000000028,0.9400000000000007,2.6293706293706314
2020-06-15,EEM,35.43,35.64,34.73,-0.009,0.0261,35.96,-1.4738598442714157,34.8075,34.9678,33.1968,33.5723,,31.702,35.75,1.0200000000000031,0.9871428571428577,2.7861779766944896
2020-06-16,EEM,35.66,36.32,35.4,0.0065,0.0235,35.758,-0.2740645449969408,34.9115,35.0338,33.3158,33.6542,,31.7414,35.43,0.9200000000000017,0.9528571428571441,2.6720615335309708
2020-06-17,EEM,36.0,36.18,35.89,0.0095,0.0238,35.57,1.2088838909193131,35.046,35.1258,33.4092,33.7461,,31.7837,35.66,0.5200000000000031,0.9457142857142874,2.626984126984132
2020-06-18,EEM,36.02,36.15,35.9,0.0006,0.0238,35.772,0.693279660069341,35.1595,35.2109,33.4998,33.8353,,31.8259,36.0,0.25,0.8871428571428582,2.4629174268263694
2020-06-19,EEM,36.01,36.51,35.88,-0.0003,0.0235,35.824,0.5192050022331396,35.292,35.287,33.5836,33.9206,,31.8675,36.02,0.6299999999999955,0.894285714285715,2.483437140476854
2020-06-22,EEM,36.45,36.53,36.17,0.0122,0.0098,36.028,1.1713112023981465,35.481,35.3978,33.6786,34.0198,,31.9131,36.01,0.5200000000000031,0.6871428571428585,1.8851655888692962
2020-06-23,EEM,36.8,37.04,36.76,0.0096,0.0075,36.256,1.5004413062665405,35.6515,35.5313,33.7796,34.1288,,31.9617,36.45,0.5899999999999963,0.6357142857142861,1.7274844720496907
2020-06-24,EEM,36.31,36.76,36.06,-0.0133,0.0088,36.318,-0.022027644694078877,35.7925,35.6055,33.8564,34.2144,,32.005,36.8,0.7399999999999949,0.595714285714285,1.6406342211905396
2020-06-25,EEM,36.47,36.48,36.06,0.0044,0.0087,36.408,0.17029224346296862,35.953,35.6878,33.953,34.3028,,32.0494,36.31,0.4199999999999946,0.5242857142857125,1.4375807904735742
2020-06-26,EEM,36.03,36.38,35.87,-0.0121,0.0099,36.412,-1.0491046907612818,36.0625,35.7204,34.0374,34.3705,,32.089,36.47,0.6000000000000014,0.5357142857142837,1.4868561912691747
2020-06-29,EEM,36.19,36.21,35.83,0.0044,0.01,36.36,-0.46754675467547224,36.141,35.7651,34.1108,34.4419,,32.1299,36.03,0.38000000000000256,0.5542857142857126,1.5315990999881532
2020-06-30,EEM,36.07,36.16,35.84,-0.0033,0.0101,36.214,-0.3976362732644788,36.1725,35.7942,34.1902,34.5057,,32.1691,36.19,0.3499999999999943,0.5142857142857125,1.4257990415461947
2020-07-01,EEM,36.48,36.61,36.24,0.0114,0.01,36.248,0.6400353122930902,36.183,35.8595,34.2954,34.5832,,32.212,36.07,0.5399999999999991,0.5171428571428548,1.4176065162907205
2020-07-02,EEM,37.31,37.52,37.14,0.0228,0.0129,36.416,2.4549648506151294,36.261,35.9976,34.4002,34.6901,,32.2627,36.48,1.0400000000000063,0.5814285714285704,1.5583719416472002
2020-07-06,EEM,38.91,38.92,38.59,0.0429,0.0181,36.992,5.1849048442906565,36.3715,36.275,34.5394,34.8556,,32.3288,37.31,1.6099999999999994,0.7057142857142854,1.8137092925065164
2020-07-07,EEM,38.26,38.68,38.24,-0.0167,0.0208,37.406,2.283056194193443,36.4385,36.4641,34.6664,34.9891,,32.3878,38.91,0.6699999999999946,0.7414285714285711,1.9378687177955336
2020-07-08,EEM,39.25,39.25,38.74,0.0259,0.0199,38.042,3.1754376741496197,36.5675,36.7294,34.8004,35.1562,,32.4561,38.26,0.990000000000002,0.7971428571428569,2.030937215650591
2020-07-09,EEM,39.25,39.65,38.9,0.0,0.0203,38.596,1.6944761115141556,36.683,36.9694,34.933,35.3167,,32.5237,39.25,0.75,0.8499999999999994,2.1656050955414
2020-07-10,EEM,39.0,39.06,38.74,-0.0064,0.0207,38.934,0.169517645245807,36.8825,37.1628,35.0416,35.4612,,32.5882,39.25,0.509999999999998,0.8728571428571428,2.238095238095238
2020-07-13,EEM,38.74,39.56,38.67,-0.0067,0.0218,38.9,-0.411311053984567,37.032,37.313,35.1592,35.5898,,32.6494,39.0,0.8900000000000006,0.9228571428571429,2.3821815768124495
2020-07-14,EEM,38.79,38.9,38.2,0.0013,0.021,39.006,-0.5537609598523331,37.2,37.4537,35.3016,35.7153,,32.7105,38.74,0.6999999999999957,0.8742857142857129,2.253894597282065
2020-07-15,EEM,38.91,39.1,38.76,0.0031,0.0132,38.938,-0.07190918896709075,37.3625,37.5924,35.4394,35.8405,,32.7722,38.79,0.3400000000000034,0.6928571428571421,1.7806660058009307
2020-07-16,EEM,38.36,38.4,38.11,-0.0141,0.0127,38.76,-1.0319917440660438,37.4805,37.6655,35.5628,35.9393,,32.8278,38.91,0.7999999999999972,0.711428571428571,1.8546104573216136
2020-07-17,EEM,38.58,38.66,38.38,0.0057,0.0069,38.676,-0.24821594787466034,37.6085,37.7526,35.6924,36.0429,,32.885,38.36,0.29999999999999716,0.6128571428571418,1.5885358809153494
2020-07-20,EEM,39.07,39.12,38.69,0.0127,0.009,38.742,0.8466264002890996,37.7615,37.8781,35.8266,36.1616,,32.9465,38.58,0.5399999999999991,0.5828571428571416,1.4918278547661674
2020-07-21,EEM,39.43,39.71,39.42,0.0092,0.0093,38.87,1.4406997684589717,37.9105,38.0259,35.9544,36.2898,,33.0111,39.07,0.6400000000000006,0.6014285714285705,1.5253070540922409
2020-07-22,EEM,39.26,39.43,39.05,-0.0043,0.0089,38.94,0.8217770929635344,38.0335,38.1434,36.0832,36.4063,,33.0732,39.43,0.38000000000000256,0.5285714285714279,1.3463357834218745
2020-07-23,EEM,38.95,39.39,38.76,-0.0079,0.0097,39.058,-0.27651185416559215,38.1655,38.2202,36.2082,36.506,,33.1317,39.26,0.6300000000000026,0.5185714285714289,1.3313772235466723
2020-07-24,EEM,38.91,38.91,38.45,-0.001,0.0097,39.124,-0.546978836519798,38.2875,38.2859,36.3338,36.6003,,33.1892,38.95,0.5,0.5414285714285713,1.3914895179351614
2020-07-27,EEM,39.52,39.54,39.06,0.0157,0.0089,39.214,0.7803335543428482,38.462,38.4034,36.469,36.7148,,33.2522,38.91,0.6300000000000026,0.5171428571428578,1.3085598611914417
2020-07-28,EEM,39.19,39.49,39.15,-0.0084,0.0101,39.166,0.06127763876832179,38.612,38.4784,36.6066,36.8119,,33.3113,39.52,0.37000000000000455,0.5271428571428588,1.345095323150954
2020-07-29,EEM,39.82,39.93,39.55,0.0161,0.0107,39.278,1.3799073272569926,38.7995,38.6061,36.7314,36.9298,,33.376,39.19,0.740000000000002,0.5557142857142878,1.3955657602066496
2020-07-30,EEM,39.32,39.47,38.96,-0.0126,0.0117,39.352,-0.08131734092294288,38.9415,38.6741,36.8516,37.0236,,33.4352,39.82,0.8599999999999994,0.5871428571428591,1.4932422612992347
2020-07-31,EEM,39.05,39.36,38.75,-0.0069,0.0118,39.38,-0.8379888268156561,39.0285,38.7099,36.9576,37.103,,33.4911,39.32,0.6099999999999994,0.6200000000000015,1.5877080665813101
2020-08-03,EEM,39.32,39.41,39.16,0.0069,0.0117,39.34,-0.05083884087443601,39.049,38.768,37.0768,37.19,,33.5491,39.05,0.35999999999999943,0.5814285714285725,1.4787094898997266
2020-08-04,EEM,39.84,39.84,39.48,0.0132,0.0124,39.47,0.9374208259437663,39.128,38.8701,37.2202,37.2939,,33.6116,39.32,0.5200000000000031,0.5842857142857157,1.4665806081468769
2020-08-05,EEM,40.27,40.45,40.17,0.0108,0.0117,39.56,1.794742163801822,39.179,39.0034,37.3578,37.4106,,33.6779,39.84,0.6099999999999994,0.5814285714285725,1.4438256057327352
2020-08-06,EEM,40.4,40.42,40.01,0.0032,0.0106,39.776,1.568785197103769,39.2365,39.1364,37.496,37.5278,,33.7448,40.27,0.4100000000000037,0.5871428571428581,1.4533239038189558
2020-08-07,EEM,39.57,39.82,39.36,-0.0205,0.0127,39.88,-0.7773319959879695,39.265,39.1777,37.6222,37.6079,,33.8028,40.4,1.0399999999999991,0.6300000000000006,1.5921152388172872
2020-08-10,EEM,39.67,39.75,39.36,0.0025,0.0116,39.95,-0.7008760951189014,39.3115,39.2246,37.7388,37.6888,,33.8611,39.57,0.39000000000000057,0.5628571428571435,1.418848356080523
2020-08-11,EEM,39.56,40.01,39.52,-0.0028,0.0112,39.894,-0.837218629367815,39.35,39.2566,37.8376,37.7622,,33.9178,39.67,0.4899999999999949,0.5457142857142857,1.379459771775242
2020-08-12,EEM,40.09,40.21,39.88,0.0134,0.012,39.858,0.5820663354910092,39.409,39.3359,37.9306,37.8534,,33.9793,39.56,0.6499999999999986,0.5871428571428571,1.4645618786302246
2020-08-13,EEM,39.98,40.11,39.8,-0.0027,0.0111,39.774,0.5179262835017749,39.49,39.3973,38.0048,37.9368,,34.039,40.09,0.3100000000000023,0.5571428571428569,1.393553919817051
2020-08-14,EEM,39.9,39.97,39.82,-0.002,0.0102,39.84,0.15060240963854207,39.556,39.4452,38.0878,38.0138,,34.0973,39.98,0.1599999999999966,0.49285714285714227,1.2352309344790533
2020-08-17,EEM,40.41,40.43,40.14,0.0128,0.0115,39.988,1.0553165949784862,39.623,39.537,38.162,38.1078,,34.1601,39.9,0.5300000000000011,0.509999999999999,1.2620638455827742
2020-08-18,EEM,40.36,40.47,40.1,-0.0012,0.0072,40.148,0.5280462289528648,39.6695,39.6154,38.2308,38.1961,,34.2218,40.41,0.36999999999999744,0.4142857142857131,1.0264760016989918
2020-08-19,EEM,39.87,40.25,39.86,-0.0121,0.0092,40.104,-0.5834829443447082,39.7,39.6397,38.2948,38.2618,,34.278,40.36,0.5,0.4299999999999987,1.0785051417105562
2020-08-20,EEM,39.74,39.75,39.12,-0.0033,0.0092,40.056,-0.7888955462352591,39.7395,39.6492,38.3508,38.3197,,34.3323,39.87,0.75,0.4671428571428566,1.1754978790711035
2020-08-21,EEM,39.94,39.96,39.5,0.005,0.0077,40.064,-0.3095047923322742,39.791,39.6769,38.4494,38.3833,,34.3881,39.74,0.46000000000000085,0.4399999999999998,1.1016524787180766
2020-08-24,EEM,40.38,40.56,40.23,0.011,0.0087,40.058,0.8038344400619171,39.834,39.7439,38.542,38.4616,,34.4478,39.94,0.6200000000000045,0.4842857142857144,1.1993207386966676
2020-08-25,EEM,40.79,40.82,40.43,0.0102,0.0091,40.144,1.609206855320847,39.914,39.8435,38.6492,38.5529,,34.5109,40.38,0.4399999999999977,0.5242857142857146,1.2853290372290134
2020-08-26,EEM,40.9,40.94,40.74,0.0027,0.0081,40.35,1.3630731102849991,39.968,39.9441,38.754,38.6449,,34.5744,40.79,0.19999999999999574,0.4771428571428566,1.166608452672021
2020-08-27,EEM,40.55,41.0,40.38,-0.0086,0.009,40.512,0.09379936808845947,40.0295,40.0018,38.845,38.7196,,34.6339,40.9,0.6199999999999974,0.5128571428571423,1.264752510128588
2020-08-28,EEM,41.09,41.09,40.7,0.0133,0.008,40.742,0.8541554170143982,40.1315,40.1055,38.9464,38.8126,,34.6981,40.55,0.5400000000000063,0.5185714285714289,1.26203803497549
2020-08-31,EEM,40.17,40.34,39.91,-0.0224,0.0129,40.7,-1.3022113022113049,40.174,40.1116,39.0296,38.8658,,34.7526,41.09,1.1800000000000068,0.5800000000000013,1.4438635797859132
2020-09-01,EEM,40.86,40.89,40.52,0.0172,0.0142,40.714,0.35859900771233677,40.225,40.1829,39.1178,38.944,,34.8133,40.17,0.7199999999999989,0.6171428571428582,1.5103838892385175
2020-09-02,EEM,40.75,40.92,40.39,-0.0027,0.0139,40.684,0.16222593648609404,40.249,40.2369,39.1968,39.0148,,34.8724,40.86,0.5300000000000011,0.6042857142857149,1.4829097283085027
2020-09-03,EEM,39.98,40.54,39.72,-0.0189,0.0151,40.57,-1.4542765590337772,40.228,40.2124,39.2702,39.0527,,34.9232,40.75,1.0300000000000011,0.6885714285714296,1.7222897162867175
2020-09-04,EEM,39.99,40.28,39.31,0.0003,0.015,40.35,-0.8921933085501845,40.249,40.1912,39.3406,39.0895,,34.9737,39.98,0.9699999999999989,0.79857142857143,1.99692780337942
2020-09-08,EEM,39.3,39.65,39.17,-0.0173,0.0158,40.176,-2.180406212664289,40.2305,40.1064,39.406,39.0977,,35.0167,39.99,0.8200000000000003,0.8271428571428591,2.10468920392585
2020-09-09,EEM,39.89,39.97,39.6,0.015,0.0162,39.982,-0.23010354659596505,40.247,40.0858,39.48,39.1288,,35.0652,39.3,0.6700000000000017,0.845714285714287,2.1201160333775055
2020-09-10,EEM,39.25,39.99,39.25,-0.016,0.0151,39.682,-1.088654805705363,40.205,40.0062,39.5436,39.1335,,35.1068,39.89,0.740000000000002,0.7828571428571435,1.9945404913557796
2020-09-11,EEM,39.62,39.91,39.43,0.0094,0.0136,39.61,0.02524614996212575,40.187,39.9694,39.6064,39.1526,,35.1517,39.25,0.6599999999999966,0.7742857142857146,1.954279945193626
2020-09-14,EEM,40.26,40.33,40.09,0.0162,0.0157,39.664,1.502622025010076,40.205,39.9971,39.6654,39.196,,35.2026,39.62,0.7100000000000009,0.8000000000000002,1.9870839542970693
2020-09-15,EEM,40.69,40.8,40.61,0.0107,0.0141,39.942,1.8727154373842008,40.219,40.0631,39.701,39.2546,,35.2572,40.26,0.5399999999999991,0.7299999999999999,1.7940525927746371
2020-09-16,EEM,40.63,40.96,40.62,-0.0015,0.0142,40.09,1.3469693190321752,40.2325,40.1171,39.7484,39.3086,,35.3106,40.69,0.3400000000000034,0.6400000000000006,1.57519074575437
2020-09-17,EEM,40.47,40.54,40.12,-0.0039,0.0118,40.334,0.3371845093469422,40.2625,40.1507,39.7728,39.3541,,35.362,40.63,0.5100000000000051,0.595714285714287,1.471989833739281
2020-09-18,EEM,40.16,40.54,40.09,-0.0077,0.0115,40.442,-0.6972948914494921,40.2835,40.1516,39.791,39.3857,,35.4097,40.47,0.44999999999999574,0.5642857142857147,1.405093910073991
2020-09-21,EEM,39.79,39.81,39.14,-0.0092,0.01,40.348,-1.3829681768613062,40.276,40.1171,39.8068,39.4016,,35.4533,40.16,1.019999999999996,0.6042857142857139,1.5186873945355965
2020-09-22,EEM,39.49,39.66,39.16,-0.0075,0.0099,40.108,-1.5408397327216392,40.2315,40.0574,39.8218,39.405,,35.4935,39.79,0.6300000000000026,0.6000000000000004,1.5193719929095983
2020-09-23,EEM,38.88,39.44,38.84,-0.0154,0.0082,39.758,-2.208360581518185,40.136,39.9453,39.8236,39.3844,,35.5272,39.49,0.6499999999999986,0.5914285714285715,1.5211640211640212
2020-09-24,EEM,38.7,38.97,38.27,-0.0046,0.0045,39.404,-1.7866206476499862,40.026,39.8267,39.8194,39.3576,,35.5587,38.88,0.6999999999999957,0.6142857142857139,1.587301587301586
2020-09-25,EEM,38.73,38.75,38.14,0.0008,0.005,39.118,-0.9918707500383588,39.935,39.7222,39.8268,39.333,,35.5903,38.7,0.6099999999999994,0.6528571428571419,1.6856626461583837
2020-09-28,EEM,39.16,39.33,38.97,0.0111,0.0085,38.992,0.43085761181780696,39.8385,39.6687,39.8384,39.3262,,35.6258,38.73,0.6000000000000014,0.6657142857142843,1.6999854078505727
2020-09-29,EEM,39.14,39.26,39.01,-0.0005,0.0085,38.922,0.5600945480705091,39.787,39.6183,39.8398,39.3189,,35.6608,39.16,0.25,0.6371428571428562,1.6278560478867048
2020-09-30,EEM,39.77,39.88,39.42,0.0161,0.0108,39.1,1.7135549872122804,39.7325,39.6328,39.8466,39.3366,,35.7017,39.14,0.740000000000002,0.5971428571428571,1.501490714465318
2020-10-01,EEM,40.14,40.17,39.83,0.0093,0.0107,39.388,1.9092109271859514,39.702,39.6811,39.8642,39.3681,,35.7458,39.77,0.3999999999999986,0.5642857142857137,1.4057940066908663
2020-10-02,EEM,39.68,40.03,39.49,-0.0115,0.0097,39.578,0.2577189347617281,39.687,39.681,39.8788,39.3803,,35.785,40.14,0.6499999999999986,0.5642857142857137,1.4220910138248835
2020-10-05,EEM,40.21,40.21,39.89,0.0134,0.0097,39.788,1.0606212928521268,39.698,39.7314,39.9048,39.4129,,35.829,39.68,0.5300000000000011,0.5400000000000001,1.342949515046009
2020-10-06,EEM,40.28,40.59,40.15,0.0017,0.0097,40.016,0.6597361055577842,39.747,39.7836,39.92,39.4469,,35.8733,40.21,0.44000000000000483,0.5157142857142867,1.2803234501347733
2020-10-07,EEM,40.72,40.85,40.54,0.0109,0.0096,40.206,1.2784161567925079,39.7885,39.8728,39.9506,39.4968,,35.9215,40.28,0.5700000000000003,0.5114285714285722,1.2559640752175154
2020-10-08,EEM,41.06,41.1,40.54,0.0083,0.0093,40.39,1.658826442188665,39.879,39.9859,39.9754,39.5581,,35.9726,40.72,0.5600000000000023,0.5557142857142868,1.353420082109807
2020-10-09,EEM,41.34,41.46,41.04,0.0068,0.0084,40.722,1.5176071902165955,39.965,40.1148,40.0158,39.628,,36.026,41.06,0.4200000000000017,0.510000000000001,1.2336719883889717
2020-10-12,EEM,41.7,41.8,41.47,0.0087,0.0083,41.02,1.6577279375914178,40.037,40.2658,40.0688,39.7092,,36.0825,41.34,0.45999999999999375,0.5185714285714289,1.2435765673175752
2020-10-13,EEM,41.53,41.58,41.31,-0.0041,0.0059,41.27,0.6299975769323916,40.079,40.3862,40.113,39.7806,,36.1367,41.7,0.39000000000000057,0.4814285714285721,1.1592308486120204
2020-10-14,EEM,41.25,41.62,41.23,-0.0067,0.0068,41.376,-0.30452436194895033,40.11,40.4685,40.1412,39.8383,,36.1876,41.53,0.39000000000000057,0.461428571428572,1.11861471861472
2020-10-15,EEM,40.95,40.99,40.61,-0.0073,0.008,41.354,-0.976930889394004,40.134,40.5143,40.1548,39.8819,,36.235,41.25,0.6400000000000006,0.48999999999999994,1.1965811965811963
2020-10-16,EEM,41.09,41.21,40.96,0.0034,0.0071,41.304,-0.5181096261863224,40.1805,40.5691,40.1686,39.9292,,36.2833,40.95,0.259999999999998,0.44571428571428534,1.0847269060946345
